问题提出时间,问题描述,解决过程,解决过程.1
2024-08-29 13:34:00,客户请求调查站点频繁发生错误的原因。,客服肖肖远程检查日志，发现机器人容易在平台连接处跑偏。客服请现场人员检查这些位置是否有不平整或异常情况，但现场人员表示无异常。客服肖肖继续指出磁条图显示机器人仍有跑偏现象，需要进一步观察和测试。,
2024-08-29 14:17:00,客户报告光带冻结。,客服肖肖远程连接，通过程序发送关灯命令使光带熄灭。客服表示暂时未找到光带显示黄灯的原因，请客户继续观察，并建议客户重新操作测试。,
2024-08-29 17:06:00,客户报告在地图边缘的待机区发生死锁，已暂时通过设置障碍物（barrier）解决，但客户希望该区域能恢复正常路径以用于AGV添加，请求检查是否能在不引起死锁的情况下移除障碍物。,客服肖肖确认待机区域充足，并提供了修改后的地图文件，以期在移除障碍物后避免死锁。双方讨论了从队列（Queue）到正常行驶车道出口的必要性，客服解释了其在特殊堵车情况下的作用。客户确认将保留该出口。,
2024-09-02 10:57:00,客户将CB30机器人从单电机改装为双电机，请求调整相应的参数。,客服肖肖远程连接，获取机器人ID后，完成了参数升级。客户确认将进行测试。,
2024-09-02 15:45:00,客户请求调查AGV 73231电机离线的原因。该机器人是在接收时即已出现此状态。,客服肖肖远程查看程序显示电机在线，请现场人员将机器人手动充电3分钟，然后放置在魔毯上并暂停。客服要求现场人员检查右侧电机指示灯并录制视频，以及触摸电机温度。现场反馈电机不热。客服进一步指导现场人员拔掉左电机连接线，保留右电机，并将右轮悬空进行测试。后续未在该聊天记录中看到明确的解决方案。,
2024-09-02 17:07:00,客户报告3D分拣机传感器离线，怀疑是断线。,客服肖肖建议现场检查连接线是否松动。在客户尝试关闭硬件电源、等待30秒、恢复连接并开机后，问题未改善。客服建议尝试更换右侧电机。客户表示将后续处理。,
2024-09-04 11:48:00,"客户报告AGV 216218进入入库口[1,30]的待机队列后停止不动，未能前往入库口。客户手动移动AGV后，堵塞状况有所改善。",客服肖肖通过日志分析，发现机器人到达指定坐标后失去了通信，因此停止。客服解释了后续操作流程：通讯失败导致停止，现场人员删除了机器人并重新添加，机器人恢复了正常通信。客服请求客户确认机器人是否有重启操作。,
2024-09-04 14:34:00,客户报告在MGL有明站点（使用电梯），下层发生死锁。客户怀疑是由于队列区域没有路径导致，并已修改地图，但认为队列入口路径仍然过窄，请求改进。客户还报告了在该区域发生交通堵塞（非死锁，等待后自行解决）。,客服肖肖要求提供死锁截图但客户无法提供（EV地图无法使用Task Playback）。客户怀疑是现场人员将AGV放置在了没有路径的区域。客服肖肖提供了新的地图文件以改善问题。客服倪里特指出地图可能被修改过。客户承认可能是负责人员紧急修改入库口位置时，遗漏了队列路径的修正。客服肖肖建议客户先使用新地图进行观察，以进一步判断具体现象。客服肖肖解释了后期的“堵塞”实为机器人排队等待电梯的正常现象。,
2024-09-05 14:05:00,"客户咨询充电器使用问题：1. 输出电流90A是否为三路总和？2. 充电器内电源输出60A，但线缆（AWG10, 5.5sq, 许用电流49A）看似过细，担心线缆发热，请求确认充电器规格和设备选型。（附充电器类型图片）",客服确认三路输出共90A，每路最大30A，因此线缆可以使用。客户再次确认每回路输出是否为60A，客服解释充电桩内部有板子会将最大输出控制在30A。客户确认理解后，表示问题解决。,
2024-09-05 16:33:00,客户现场一台AGV在行驶中出现303错误，但皮带旋转正常，请求远程检查。提供TeamViewer信息：TV 1 331 382 232。,客服通过TeamViewer诊断出机器人皮带内部的一个电机离线。建议客户现场尝试关闭机器人电源1分钟后重新开启。客户确认无法恢复后，决定后续对电机进行调查。客服建议如果重启无效，则带回实验室检查内部电机的指示灯情况，并了解问题发生前是否有异常操作。,
2024-09-06 16:27:00,故障机器人更换BMS板和主板后，无法添加到RCS中，请求协助。,客服告知客户AGV的ID可能改变，并请求远程协助。客户确认已尝试通过A键添加但无效。客服要求客户再次按下A键并检查AP信号，发现AP没有信号，建议先检查AP。客户表示AP正常，其他机器人可以添加。客服请求AP天线位置照片。Jacky（客服）请求AGV照片。次日，客服汪昌春重新连接，确认电源已开机，要求客户开启更换过主板的AGV并按下A键，客户操作后仍无法添加。客服项钱看询问是否已重新注册（电机注册、外形注册）。客户确认已进行电机注册，但过程中翻板电机发出巨响，不确定是否注册成功，未进行外形注册。客服汪昌春表示会进行升级并修改AGV的ID为71-006。修改ID后，客服指导客户关闭再打开AGV电源，然后指导客户将AGV搬到地上校准轮径，再放回地毯。客户询问是否进行外形注册，客服确认。客户尝试外形注册时AGV失控撞到防坠落护栏停下。客服询问AGV类型（翻板或皮带），客户回答是翻板。最后客服确认问题已解决，让客户继续测试。,
2024-09-09 15:46:00,MGL四街道现场，机器人进入Induction待机队列后，目的地会变为停车区（因Induction长时间未使用自动关闭设置），导致发生死锁，正在查找原因，请求检查相关Json配置。,"客服肖肖确认配置`""IsInductionAutomaticSwitch"": false`默认为关闭，建议根据现场实际情况考虑是否启用，并提醒如果停车区不足关闭Induction后机器人会停留在Induction无法移动。客户确认设置已为`true`且待机位充足，询问在此设置下是否有其他需要配置的项。客户解释如果Induction长时间不使用会自动关闭，可能导致总数一半的Induction关闭。客服要求客户描述具体现象并提供RCS界面和地图截图。客户表示无远程环境，将尝试提供视频。客户询问复制RCS到本地是否能复现。客服表示可以尝试但不确定。客户表示准备好后再联系。",
2024-09-09 16:59:00,DHL柏现场，AGV未按预期前往Induction并在通道中停止，或溢出待机队列停滞。请求远程检查。提供TeamViewer信息：TV 1 893 819 780。,客服肖肖询问当时其他发货口是否关闭。客户表示部分停止，一个地方在运行。客服确认是否是152045号车停在排队区外。客服表示会先查看日志，并告知客户可以尝试，但无法确定。客服要求再次连接以进一步研究日志。客户连接后，客服表示需更多时间。客服肖肖考虑到客户下班时间，建议先断开远程，他们会继续研究日志。客户表示无问题，并告知已复制RCS到另一台PC，该PC可随时连接。客服肖肖解释该场地机器人与Induction绑定，只去绑定的Induction以确保不会影响主干道运行。出现问题是因为一个Induction多去了一个机器人，导致有机器人在排队区以外等待。检查日志发现9月6日现场添加机器人后RCS未重启，而绑定操作需RCS启动时才处理一次。问题已反馈研发，需客户协调时间更新RCS。,
2024-09-11 08:48:00,客户想在750x750测试环境运行原为800x800 PVC板设置的AGV，因轮胎外径注册设置不同导致错误，请求帮助调整配置文件或提供相应文件。,客服汪昌春询问是否需要config文件和恢复初始设置的含义。客户澄清是需要修改配置文件中的地毯大小（从800改为750）。客服汪昌春请求远程。远程连接后，发现已经设置为750。客户解释是从800现场带回的机器人，需要在750测试环境验证。客服询问是皮带车还是翻板车，客户回答是皮带车，双电机。客服汪昌春和肖肖建议手动校准轮径。客户操作后轮径校准成功。,
2024-09-11 09:33:00,商品多次从皮带上向与滑道相反方向掉落，据称不触发错误日志，请求检查程序是否存在问题。,客服肖肖询问251029号车是否从现场带回时皮带电机已离线，客户确认是故障机。客服肖肖表示设置看起来没有问题，询问是否统计过发生问题的机器人是否固定。客服肖肖建议拆开251029号车，检查皮带内部电机的指示灯情况。客户表示至少有3台AGV发生过，会确认。客服肖肖表示日志显示8月5日到9月5日251014号车一直报错，皮带电机离线，询问该车是否还在使用。并指出9月3日没有急停记录，询问是否记录错误（商品掉落后未触发急停）。9月5日11:00机器人也未在使用。客户确认可能ID记错。客服肖肖建议先检查251014号车是否报错，如果仍在报错，则删除该车；其次，建议降低皮带翻板速度和加速度到3000（原为4000），然后观察。客户表示内部会讨论。客户确认左右电机指示灯未亮。客服肖肖建议检查连接线，若无问题则更换电机。客户确认将在午休后处理。客户询问电机离线错误是否会导致皮带不向滑道方向转动而只反转。客服肖肖确认有此可能性。后续，客户报告已更换两个电机，指示灯亮，并已注册电机。客服确认已注册，并让机器人进行随机走行测试。客户报告随机走行无问题，并申请两个电机免费更换（在保修期内）。客服陈振林确认会提交申请。客户中野询问降低转动速度的原因，肖肖解释皮带机器人通常使用3000。客户表示他们通常使用4000，会再确认。后续，251014的皮带电机指示灯不亮，客户岡田再次报告。客服肖肖建议确认连接线，若无问题则更换电机。客户确认已尝试更换线缆但无效，申请免费更换电机。客服安稳确认会申请。,
