dispose_type_name,dispose_content,解决方案,备注
换货,故障6-2-2  26号分拣机 翻板不会执行卸货 原因：减速器故障    更换新减速器,,
换货,"故障 车号：100051、100237、115146 霍尔板离线    原因：霍尔板故障     处理： 更换新霍尔板
故障车号：116082 运行一直报错445E 无描述  原因：霍尔板故障    处理：更换新霍尔板",,
换货,故障：6-4-1设备3D分拣机离线   原因：14号分拣机及30号分拣机 交换机板故障   处理：更换新交换机板,,
换货,故障车号：160103、160104、160125  客户反馈小车运行会发生打滑现象  原因：是电机故障，电机通讯在线、车轮锁上了，还能用手转得动  处理：更换新车轮电机,,
换货,故障：3D分拣机提示电机过载、X轴滑块轴承移动时有异响、卡顿的现象  原因：轴承滚轮损坏  处理：更换新轴承,,
换货,故障：5号分拣机黑屏 插拔电梯板CAN线都 启动不了 原因：电梯板故障   处理：更换新电梯板,,
换货,故障：下层主发货后 电动货槽电机不会转动 原因：电机故障   处理：更换新电机,,
快速处理,"故障：5号线3号电机离线
原因：插头松脱，扁线松动
处理：插头重新紧固。

",,
快速处理,"故障：5号线分拣机翻板电机过载。
原因：接货角度被人为设置成20导致电机撞平台。
处理：调整翻板接货角度。",,
换货,"故障：分拣时运行卡顿
原因：X轴滑块轴承损坏
处理：更换新的轴承
",,
换货,"故障：分拣机运行卡顿
原因: 滑块损坏
处理:更换X轴滑块总成",,
快速处理,1、货架靠板损坏更换1个。2、变形货架调整3个。,,
换货,维修登记,,
换货,"问题：邮政小车普遍出现充不进去电源情况
原因：未知，测量现场电源板发现负极电压不为0
处理：更换电源板后正常。",,
换货,"问题：邮政小车普遍出现充不进去电源情况
原因：未知，测量现场电源板发现负极电压不为0
处理：更换电源板后正常。",,
换货,"问题：5v模块异常，24v无输出，车辆解锁
原因：场地潮湿导致bmsp异常
处理：更换bmsp后重新注册",,
报废替换,"问题：出现翻版电机支架破裂，前万向轮破损
原因：使用太久，撞车导致
处理：更换新底盘",,
换货,"故障:分拣机电机报警
原因：电机笼固定螺丝掉联轴器导致联轴器打坏
处理：更换联轴器",,
换货,"故障：分拣机电机报警
原因:X轴上端电机笼损坏
处理：更换新的电机笼
",,
换货,"故障：分拣机运行中死机
原因：分拣机电梯板损坏
处理：更换新的电梯板",,
换货,"故障：充电桩不能给小车充电
原因：主控板故障
处理：维修主控板",,
换货,6-4-3设备5号分拣机  、6-1-3设备16号分拣机   故障：运行过程中突然输出断电，反复重启质询吴占宁原因：电梯板故障   处理：更换电梯板                                                                                                                6-4-2设备13号分拣机   故障：分拣机黑屏 无输出电压  原因：电梯板故障  处理：更电梯板,,
换货,6-4-2设备1号分拣机 故障：分拣机黑屏 原因：LCD控制器故障  处理：更换LCD控制器,,
换货,"故障：149095机器人急停，跑偏
原因：霍尔板故障
处理：更换霍尔板",,
运维,按钮盒主从断开连接,,
运维,分拣机LCD屏幕不亮，电机都离线,,
运维,"故障：203135灯板闪烁
原因：霍尔板提示4457：No Description
处理：更换霍尔板",,
运维,6-15号分拣机网络断开,,
换货,"故障：16号分拣机报故障停机。
原因：分拣机电梯板故障，电容电压不平衡
处理：更换新的电梯板",,
运维,"时间：6月16
场地：九方智慧
现象：WES和WCS数据不同步了，WES上完成了，但是WCS还没有
原因：redis错误
措施：以WES为准，在WCS上上传结束",,
运维,"时间：6月16
场地：波兰希音GLP 3D
现象：第三套上层无法分拣
原因：客户使用了充电地图
措施：换回分拣地图",,
运维,"时间：6月16
场地：上海奉贤仓
现象：分拣机倾斜卡住
原因：未知
措施：将电机连接线拔掉，将分拣机手动复位，在重新插回后恢复",,
运维,"时间：6月16
场地：顺丰苏州吴江
现象：扫了条码后，机器人无法发车
原因：没有请求到格口位置
措施：重启车服后恢复
",,
运维,"时间：2024年6月12号
场地：镖普欧莱雅
现象：启动WCS，提示redis错误
原因：2.3的redis挂了
措施：重启2.3的redis后，wcs正常启动",,
运维,"时间：6月13
场地：浏河伊藤忠
现象：扫码台显示无法连接相机
原因：dahua.cfg乱码了
措施：从其它扫码台文件里复制一份过来",,
运维,扫码台相机花屏,,
运维,客户扫到了一个就旧波次 波次还未启动,,
运维,右侧相机读取有延迟,,
运维,所有分拣机LCD屏幕都是不亮的,,
运维,通上电之后，2345号分拣机离线,,
运维,机器人会突然跑偏急停,,
运维,拣货单没有容器号  ，提示：无料箱数据,,
运维,传感器满包，按钮盒灯不亮,,
运维,波次无法启动，会提示缺一个小货架,,
运维,料箱的波次被他们强制关闭掉了，这个料箱还挂在上面，这个料箱点缺件上报不了,,
运维,上层和下层都有机器人报红，急停,,
运维,机器人前面的灯带一直闪红灯,,
运维,140185机器人BMSP板离线电机离线,,
运维,140187机器人霍尔板离线,,
运维,128106机器人报红，急停，125030机器人报红，急停,,
运维,按钮盒主从断开连接,,
运维,所有分拣机一直亮三色灯,,
运维,机器人有一个电机一直处于解锁的状态，一直在地毯上转动,,
运维,现场有四个货架，插上之后分拣机就会亮三色灯,,
运维,全场分拣机报红，网络质量差，MCS上车服连接不稳定,,
运维,分拣机报红，IP无法Ping通,,
运维,相机花屏,,
运维,现场工控机黑屏，电源适配器指示灯不亮,,
换货,"故障1:191174机器人右轮电机解锁
原因：电机故障
处理：更换电机
故障2:191175机器人急停，跑偏
原因：右轮轮毂螺丝松掉，导致轮子与电机轴打滑
处理:紧固轮毂螺丝
故障3：格口供包架晃动
原因：供包架固定螺死松动，掉落
处理:对松动螺丝进行紧固，掉落螺丝重新补螺丝。由于携带螺丝不够，补了一半螺丝，剩余螺丝下次再补。",,
运维,1111,,
运维,按钮盒离线,,
运维,工控机蓝屏,,
运维,小车不卸货,,
运维,二号分拣机上插回货架后，MCS界面上不显示货架,,
运维,多个分拣机暂停中无法继续使用,,
运维,多个格口满包不亮灯,,
运维,"二分墙 GBW0043,分播完成，无法打包，显示占用状态",,
运维,WCS重复上报订单数据,,
运维,客户多个商品条码无法扫描识别,,
运维,184003无法运行，一直急停,,
运维,上下层小车都不动,,
运维,177010急停,,
运维,上层小车都不动了,,
运维,多个格口不下货，几个站的货未分拣就显示分拣完成了,,
运维,111041小车多次急停,,
运维,173042读不出地毯RFID,,
运维,相机无法连接,,
运维,17号分拣机投货的角度太小导致投错框,,
运维,186167急停,,
运维,按钮盒全部离线，电源盒显示在线中,,
运维,PDA扫描异常,,
快速处理,"158032小车不卸货，容易急停
147097小车跑偏，",,
快速处理,按钮盒软件显示有联通不了的按钮盒,,
换货,112164小车突然急停，跑动时会打摆,,
报废替换,112156 112199 两小车高背翻板裂开了,,
快速处理,灯条状态异常,,
运维,小车停机不卸货，分拣机不动,,
运维,6-4-2设备下层扫码软件，员工登录账号同时显示两个，重启电脑或者重启软件都不行。,,
运维,多个小车运行中出现急停现象,,
运维,WCS提示多个分拣机网络断开,,
运维,机器人到格口不卸货，分拣机不过去接货,,
运维,机器人扫到条码之后不发车，机器人在车服界面显示的是浅紫色,,
运维,相机曝光反光严重，无法识别条码,,
运维,扫码台上显示的重量不正确,,
运维,机器人急停频繁,,
运维,波次已经被强制关闭，扫码台还挂着波次信息,,
运维,右侧扫码相机识别率和响应时间明显差于左侧,,
运维,小车经常急停,,
运维,屏幕切换器失灵,,
运维,分拣机显示网络离线,,
运维,分拣机显示5号电机离线,,
运维,货架离线,,
运维,CoreService.exe消失,,
运维,灯条主从断开连接,,
运维,"GBW0202,GBW0203两个货架在打包完成后没有被释放",,
换货,所有小车到04充电桩无法充电,,
换货,格口无法进行下货,,
快速处理,小车到充电桩充电异常,,
快速处理,灯条软件上显示有一排灯条异常,,
报废替换,小车万向轮支架破裂,,
换货,无法注册霍尔板,,
换货,"故障:can数据和电机离线
原因：x轴下端hub 损坏
处理:更换新的hub板",,
换货,"故障：x轴运行卡顿，电机过载离线
原因：x轴下端滑块磨损
处理：更换x轴滑块总成",,
运维,Tsort第三套上层小车提示检测不到RFID,,
运维,B仓3D第二套上层小车180077无法正常运行,,
运维,现场电脑主机黑屏，无法使用,,
运维,小车116051翻板松动，无法使用,,
运维,GLP仓3D第四套30号分拣机故障，无法使用,,
换货,112155机器人急停，跑偏,,
快速处理,112181机器人急停,,
快速处理,112215机器人跑偏,,
快速处理,充电桩充电异常,,
快速处理,1号手指格口灯条部分处于离线状态，从，主次有断开现象,,
运维,GLP仓3D第五套下层RCS无法使用,,
运维,下层小车全部堵死不动了,,
换货,小车A按键无反应,,
运维,机器人报错，目的地无地毯定位,,
运维,175185多次急停跑不起来，提示无地毯定位、右电机离线、直行偏航角太大等错误,,
换货,这几天现场开机作业都反馈小车有故障：小车故障现象为无地毯定位     车号：197127-197151-197189-197006-197119-197118-193160-193156-197097-197077-197109-193168-197004-197142-193195-197074-193173-197180-193154-193203-193185-197125-194008-197035-193218-193179-197010,,
